"Longitude","Latitude","year","PubMedID","Tested","Present","realised","86","184","1246"
-10.1636,16.3915,2010,"28381273",82,16,"YXX",1,0,0
-1.24723,5.10506,2014,"31932374",82,15,"YXX",1,0,0
6.91033,6.00971,2014,"31590670",82,3,"XXY",0,0,1
6.91033,6.00971,2014,"31590670",82,27,"XFX",0,1,0
6.91033,6.00971,2014,"31590670",82,7,"YXX",1,0,0
8.70697,3.75353,2014,"29436339",82,35,"YXX",1,0,0
30.1212,0.24,2015,"31436149",82,29,"XFX",0,1,0
30.1212,0.24,2015,"31436149",82,0,"YXX",1,0,0
30.5042,-1.80002,2018,"33864801",82,8,"XXY",0,0,1
30.5042,-1.80002,2018,"33864801",82,53,"XFX",0,1,0
30.5042,-1.80002,2018,"33864801",82,0,"YXX",1,0,0
39.85,-3.63333,2018,"31591113",82,1,"YXX",1,0,0
3.91667,7.39639,2005,"19953193",81,55,"YXX",1,0,0
4.56122,7.76581,2006,"21120702",81,35,"YXX",1,0,0
8.70697,3.75353,2014,"30259821",81,39,"YXX",1,0,0
30.1231,0.2639,2015,"31436149",81,50,"XFX",0,1,0
30.1231,0.2639,2015,"31436149",81,0,"YXX",1,0,0
30.6367,-29.8032,2009,"31438951",81,33,"YXX",1,0,0
31.6326,-1.93493,2017,"33107096",81,2,"XXY",0,0,1
31.6326,-1.93493,2017,"33107096",81,29,"XFX",0,1,0
32.8711,-25.2684,2016,"31623623",81,43,"XFX",0,1,0
32.8711,-25.2684,2016,"31623623",81,1,"YXX",1,0,0
33,0.616667,2010,"22118982",81,63,"YXX",1,0,0
35.3833,14.0333,2001,"16171768",81,75,"YXX",1,0,0
38.8,-10.717,2017,"33107096",81,31,"XFX",0,1,0
39.85,-3.63333,1998,"31591113",81,52,"XXY",0,0,1
39.85,-3.63333,1998,"31591113",81,11,"XFX",0,1,0
39.85,-3.63333,1998,"31591113",81,59,"YXX",1,0,0
8.70697,3.75353,2014,"30259821",81,47,"XFX",0,1,0
8.70697,3.75353,2014,"30259821",81,1,"XXY",0,0,1
-0.375209,6.38591,2014,"31932374",80,62,"XFX",0,1,0
29.7,-0.75,2012,"28039354",80,42,"XFX",0,1,0
31.7687,-2.6378,2017,"33107096",80,31,"XFX",0,1,0
34.206,-0.436792,2009,"23836177",80,30,"XXY",0,0,1
38.7912,9.0028,2020,"36207750",80,0,"YXX",1,0,0
38.9929,-6.78132,2016,"30898164",80,0,"XXY",0,0,1
38.9929,-6.78132,2016,"30898164",80,34,"XFX",0,1,0
38.9929,-6.78132,2016,"30898164",80,1,"YXX",1,0,0
39.85,-3.63333,2018,"31591113",80,34,"XFX",0,1,0
34.206,-0.436792,2009,"23836177",80,24,"YXX",1,0,0
34.206,-0.436792,2009,"23836177",80,0,"XFX",0,1,0
-17.4,14.75,2002,"22706959",79,30,"YXX",1,0,0
-17.4,14.75,2002,"38982475",79,19,"XFX",0,1,0
-17.4,14.75,2002,"38982475",79,30,"YXX",1,0,0
-17.4,14.75,2004,"22706959",79,21,"YXX",1,0,0
-12.1782,12.5659,2019,"38982475",79,62,"XFX",0,1,0
-4.29177,11.1781,2010,"25918149",79,48,"XFX",0,1,0
-4.29177,11.1781,2010,"25918149",79,24,"YXX",1,0,0
-0.375209,6.38591,2015,"31932374",79,66,"XFX",0,1,0
-0.375209,6.38591,2016,"31932374",79,8,"YXX",1,0,0
4.516,9.8838,2014,"34419672",79,14,"XFX",0,1,0
4.516,9.8838,2014,"34419672",79,9,"YXX",1,0,0
15.2983,-4.31642,2022,"38874098",79,1,"XXY",0,0,1
29.7,-0.75,2012,"28039354",79,50,"XXY",0,0,1
31.7687,-2.6378,2017,"33107096",79,1,"XXY",0,0,1
34.1811,0.692778,2012,"24799371",79,37,"XXY",0,0,1
38.4404,-5.16156,2007,"22144430",79,51,"XXY",0,0,1
38.8205,-7.3238,2020,"null",79,0,"XXY",0,0,1
39.85,-3.63333,2016,"31591113",79,43,"XFX",0,1,0
-16.6409,13.2748,2012,"28971859",78,0,"XXY",0,0,1
-16.6409,13.2748,2012,"28971859",78,61,"XFX",0,1,0
-16.6409,13.2748,2012,"28971859",78,3,"YXX",1,0,0
-11.7383,7.96472,2018,"36532481",78,3,"XXY",0,0,1
-1.24723,5.10506,2016,"31932374",78,62,"XFX",0,1,0
-0.375209,6.38591,2014,"31932374",78,14,"YXX",1,0,0
0.0955,10.5168,2011,"33284800",78,4,"XXY",0,0,1
0.0955,10.5168,2011,"33284800",78,68,"XFX",0,1,0
0.0955,10.5168,2011,"33284800",78,31,"YXX",1,0,0
0.46,7.15,2004,"24172030",78,50,"YXX",1,0,0
11.5593,1.59513,2008,"25249358",78,62,"YXX",1,0,0
15.2983,-4.31642,2022,"38874098",78,53,"XFX",0,1,0
32.639,15.6213,2001,"16171768",78,72,"YXX",1,0,0
34.1811,0.692778,2012,"24799371",78,38,"YXX",1,0,0
34.2422,-0.0617328,2003,"17467344",78,36,"XXY",0,0,1
38.8,-10.717,2017,"33107096",78,0,"YXX",1,0,0
-17.366,14.7645,2014,"31108084",77,4,"YXX",1,0,0
-12.1782,12.5659,2015,"38982475",77,7,"YXX",1,0,0
-10.1636,16.3915,2010,"28381273",77,57,"XFX",0,1,0
-8.31791,12.1977,2010,"34205228",77,24,"YXX",1,0,0
-0.375209,6.38591,2015,"31932374",77,9,"YXX",1,0,0
14.7896,14.7896,2009,"38982475",77,42,"XFX",0,1,0
15.2983,-4.31642,2022,"38874098",77,0,"YXX",1,0,0
29.7,-0.75,2012,"28039354",77,62,"YXX",1,0,0
31.6326,-1.93493,2017,"33107096",77,1,"YXX",1,0,0
32.8225,-5.03225,2021,"null",77,0,"XXY",0,0,1
32.9,-2.5,2010,"22118982",77,13,"YXX",1,0,0
33.3306,2.98472,2022,"39802777",77,1,"XXY",0,0,1
34.0147,0.77578,2013,"29016309",77,20,"XFX",0,1,0
34.0147,0.77578,2013,"29016309",77,0,"YXX",1,0,0
34.1811,0.692778,2024,"39802777",77,46,"XFX",0,1,0
37.4336,5.8924,2008,"31516103",77,44,"XXY",0,0,1
37.4336,5.8924,2008,"31516103",77,33,"XFX",0,1,0
37.4336,5.8924,2008,"31516103",77,69,"YXX",1,0,0
39.5833,-4.23333,2008,"22641431",77,49,"YXX",1,0,0
-4.914,10.2799,2018,"33468147",76,3,"YXX",1,0,0
-1.24723,5.10506,2014,"31932374",76,2,"XXY",0,0,1
-1.24723,5.10506,2016,"31932374",76,1,"XXY",0,0,1
14.7896,14.7896,2006,"38982475",76,20,"XFX",0,1,0
14.7896,14.7896,2006,"38982475",76,17,"YXX",1,0,0
38.4404,-5.16156,2006,"22144430",76,67,"XXY",0,0,1
38.4404,-5.16156,2006,"22144430",76,70,"YXX",1,0,0
39,7,2008,"21810256",76,13,"XXY",0,0,1
39,7,2008,"21810256",76,25,"YXX",1,0,0
-17.4,14.75,2005,"38982475",75,21,"XFX",0,1,0
-17.366,14.7645,2014,"31108084",75,0,"XXY",0,0,1
-17.366,14.7645,2014,"31108084",75,44,"XFX",0,1,0
-15.6178,11.8817,2014,"31349834",75,51,"XFX",0,1,0
-15.6178,11.8817,2014,"31349834",75,10,"YXX",1,0,0
-1.24723,5.10506,2016,"31932374",75,4,"YXX",1,0,0
0.0955,10.5168,2013,"33284800",75,3,"XXY",0,0,1
0.0955,10.5168,2013,"33284800",75,60,"XFX",0,1,0
0.0955,10.5168,2013,"33284800",75,16,"YXX",1,0,0
3.233,6.6909,2018,"31248414",75,14,"XXY",0,0,1
3.233,6.6909,2018,"31248414",75,18,"YXX",1,0,0
7.0438,5.4837,2014,"33359205",75,26,"XFX",0,1,0
7.0438,5.4837,2014,"33359205",75,4,"YXX",1,0,0
8.51667,8.49167,2006,"21120702",75,36,"YXX",1,0,0
14.7896,14.7896,2019,"38982475",75,50,"XFX",0,1,0
24.8824,12.058,2016,"38283109",75,34,"YXX",1,0,0
39.5833,-4.23333,1999,"22641431",75,66,"YXX",1,0,0
-15.6072,13.575,1998,"18008244",74,27,"YXX",1,0,0
-15.5386,11.9608,2004,"17467343",74,37,"YXX",1,0,0
-7.4831,11.42,2014,"32822362",74,15,"YXX",1,0,0
-2.33333,7.33333,2004,"24172030",74,42,"YXX",1,0,0
-0.375209,6.38591,2015,"31932374",74,1,"XXY",0,0,1
-0.2,5.55,2018,"32698879",74,12,"XXY",0,0,1
-0.2,5.55,2018,"32698879",74,18,"XFX",0,1,0
-0.2,5.55,2018,"32698879",74,6,"YXX",1,0,0
3.38457,6.51941,2008,"25928117",74,60,"YXX",1,0,0
14.7896,14.7896,2009,"38982475",74,11,"YXX",1,0,0
32.4873,10.1241,2010,"31369106",74,67,"XFX",0,1,0
32.4873,10.1241,2010,"31369106",74,35,"YXX",1,0,0
33.3306,2.98472,2022,"39802777",74,46,"XFX",0,1,0
34.1811,0.692778,2010,"25753626",74,56,"XFX",0,1,0
-17.4,14.75,2005,"38982475",73,15,"YXX",1,0,0
-0.375209,6.38591,2014,"31932374",73,0,"XXY",0,0,1
0.0955,10.5168,2010,"33284800",73,7,"XXY",0,0,1
0.0955,10.5168,2010,"33284800",73,66,"XFX",0,1,0
0.0955,10.5168,2010,"33284800",73,25,"YXX",1,0,0
0.0955,10.5168,2012,"33284800",73,3,"XXY",0,0,1
0.0955,10.5168,2012,"33284800",73,63,"XFX",0,1,0
0.0955,10.5168,2012,"33284800",73,14,"YXX",1,0,0
7.98677,16.9744,2020,"38741101",73,0,"XXY",0,0,1
7.98677,16.9744,2020,"38741101",73,43,"XFX",0,1,0
7.98677,16.9744,2020,"38741101",73,4,"YXX",1,0,0
14.7896,14.7896,2007,"38982475",73,19,"XFX",0,1,0
14.7896,14.7896,2007,"38982475",73,11,"YXX",1,0,0
19.5,-16.083,2023,"40297444",73,1,"YXX",1,0,0
33.083,14.4342,2010,"31369106",73,64,"XFX",0,1,0
33.083,14.4342,2010,"31369106",73,47,"YXX",1,0,0
34.1811,0.692778,2010,"25753626",73,37,"YXX",1,0,0
34.1811,0.692778,2012,"24799371",73,23,"XFX",0,1,0
34.1811,0.692778,2024,"39802777",73,5,"XXY",0,0,1
34.55,-0.0428065,2005,"29363453",73,63,"XXY",0,0,1
34.55,-0.0428065,2005,"29363453",73,51,"XFX",0,1,0
34.55,-0.0428065,2005,"29363453",73,46,"YXX",1,0,0
38.4404,-5.16156,2006,"22144430",73,8,"XFX",0,1,0
19.5,-16.083,2023,"40297444",73,0,"XXY",0,0,1
-17.4,14.75,2004,"38982475",72,21,"XFX",0,1,0
-3.0264,13.9003,2010,"34205228",72,11,"YXX",1,0,0
32.0449,-14.0595,2016,"34320992",72,0,"YXX",1,0,0
34.1811,0.692778,2010,"25753626",72,31,"XXY",0,0,1
39.85,-3.63333,2006,"19770282",72,55,"YXX",1,0,0
-15.6072,13.575,1999,"18008244",71,33,"YXX",1,0,0
3.38457,6.51941,2008,"25928117",71,60,"XFX",0,1,0
3.5408,6.60957,2014,"39841324",71,0,"XXY",0,0,1
3.5408,6.60957,2014,"39841324",71,6,"YXX",1,0,0
12.7391,-0.815042,2018,"34335033",71,26,"XXY",0,0,1
24.6278,10.658,2010,"31369106",71,65,"XFX",0,1,0
24.6278,10.658,2010,"31369106",71,52,"YXX",1,0,0
31.7687,-2.6378,2017,"33107096",71,2,"YXX",1,0,0
34.1811,0.692778,2024,"39802777",71,0,"YXX",1,0,0
38.617,7.0822,2007,"31516103",71,23,"XXY",0,0,1
38.617,7.0822,2007,"31516103",71,65,"XFX",0,1,0
38.617,7.0822,2007,"31516103",71,6,"YXX",1,0,0
3.5408,6.60957,2014,"39841324",71,0,"XFX",0,1,0
-17.4,14.75,2003,"22706959",70,29,"YXX",1,0,0
-17.4,14.75,2004,"38982475",70,20,"YXX",1,0,0
-10.1636,16.3915,2010,"28381273",70,0,"XXY",0,0,1
3.91667,7.39639,2004,"22302850",70,32,"YXX",1,0,0
3.91667,7.39639,2005,"19953193",70,13,"XFX",0,1,0
6.73334,0.330192,2004,"17313506",70,16,"XXY",0,0,1
6.73334,0.330192,2004,"17313506",70,53,"XFX",0,1,0
6.73334,0.330192,2004,"17313506",70,25,"YXX",1,0,0
14.7896,14.7896,2019,"38982475",70,12,"YXX",1,0,0
32.8711,-25.2684,2016,"31623623",70,0,"XXY",0,0,1
-1.2754,5.694,2012,"34823528",69,8,"YXX",1,0,0
-0.375209,6.38591,2016,"31932374",69,50,"XFX",0,1,0
0.0955,10.5168,2014,"33284800",69,1,"XXY",0,0,1
0.0955,10.5168,2014,"33284800",69,49,"XFX",0,1,0
0.0955,10.5168,2014,"33284800",69,15,"YXX",1,0,0
30.383,-5.1015,2017,"33107096",69,3,"XXY",0,0,1
30.383,-5.1015,2017,"33107096",69,26,"XFX",0,1,0
34.7626,-16.0311,2010,"24948693",69,0,"XXY",0,0,1
34.7626,-16.0311,2010,"24948693",69,2,"YXX",1,0,0
38.3083,6.40833,2004,"16817953",69,56,"YXX",1,0,0
45.1169,2.1413,2018,"37170467",69,0,"XXY",0,0,1
45.1169,2.1413,2018,"37170467",69,44,"XFX",0,1,0
45.1169,2.1413,2018,"37170467",69,62,"YXX",1,0,0
-16.4167,13.7167,2008,"37670357",68,0,"YXX",1,0,0
-15.6983,13.0391,2016,"33770151",68,1,"XXY",0,0,1
7.0336,4.8242,2010,"33823558",68,14,"YXX",1,0,0
14.7896,14.7896,2018,"38982475",68,42,"XFX",0,1,0
34.6663,-0.0748716,2006,"19398039",68,64,"XXY",0,0,1
34.6663,-0.0748716,2006,"19398039",68,37,"XFX",0,1,0
34.6663,-0.0748716,2006,"19398039",68,55,"YXX",1,0,0
-16.6409,13.2748,2014,"28971859",67,0,"XXY",0,0,1
-16.6409,13.2748,2014,"28971859",67,52,"XFX",0,1,0
-16.6409,13.2748,2014,"28971859",67,2,"YXX",1,0,0
-0.01667,9.4333,2004,"17158810",67,28,"YXX",1,0,0
32.8814,3.29676,2016,"39136465",67,67,"XFX",0,1,0
32.8814,3.29676,2016,"39136465",67,0,"YXX",1,0,0
34.7519,0.282731,2008,"29363453",67,63,"XXY",0,0,1
34.7519,0.282731,2008,"29363453",67,19,"XFX",0,1,0
34.7519,0.282731,2008,"29363453",67,32,"YXX",1,0,0
7.0336,4.8242,2010,"33823558",66,31,"XFX",0,1,0
15.0506,-7.61383,2004,"19708897",66,45,"YXX",1,0,0
30.383,-5.1015,2017,"33107096",66,1,"YXX",1,0,0
37.3354,-11.0369,2017,"33107096",66,35,"XFX",0,1,0
-0.947762,9.56152,2017,"31315304",65,4,"YXX",1,0,0
3.38457,6.51941,2016,"30103683",65,51,"XFX",0,1,0
3.38457,6.51941,2016,"30103683",65,63,"YXX",1,0,0
29.662,-4.88376,2020,"null",65,1,"XXY",0,0,1
29.8915,-4.4962,2017,"33107096",65,3,"XXY",0,0,1
30.91,3.03,1998,"16112915",65,42,"YXX",1,0,0
37.3354,-11.0369,2017,"33107096",65,0,"XXY",0,0,1
40.1821,-10.2787,2021,"null",65,0,"XXY",0,0,1
38.7918,-5.17594,2005,"25890383",65,49,"YXX",1,0,0
38.7918,-5.17594,2005,"25890383",65,0,"XFX",0,1,0
38.7918,-5.17594,2005,"25890383",65,49,"XXY",0,0,1
3.5408,6.60957,2021,"39210367",64,1,"XXY",0,0,1
11.5167,3.86667,1998,"12224572",64,1,"XXY",0,0,1
11.5167,3.86667,1998,"12224572",64,59,"XFX",0,1,0
11.5167,3.86667,1998,"12224572",64,57,"YXX",1,0,0
32.2881,2.7724,2018,"32070358",64,35,"XFX",0,1,0
32.2881,2.7724,2018,"32070358",64,0,"YXX",1,0,0
33.2315,0.442926,2012,"28039354",64,23,"XFX",0,1,0
33.3306,2.98472,2022,"39802777",64,0,"YXX",1,0,0
34.2422,-0.0617328,2003,"17467344",64,18,"XFX",0,1,0
47.3333,-21.8167,2004,"17556614",64,48,"YXX",1,0,0
-1.24723,5.10506,2017,"31932374",63,45,"XFX",0,1,0
12.7391,-0.815042,2018,"34335033",63,12,"YXX",1,0,0
29.8915,-4.4962,2017,"33107096",63,28,"XFX",0,1,0
36.4,15.45,2012,"23870667",63,0,"XXY",0,0,1
36.4,15.45,2012,"23870667",63,54,"XFX",0,1,0
36.4,15.45,2012,"23870667",63,38,"YXX",1,0,0
-17.4,14.75,2003,"38982475",62,17,"XFX",0,1,0
-17.4,14.75,2003,"38982475",62,26,"YXX",1,0,0
-2.333,7.333,2004,"17158810",62,33,"YXX",1,0,0
11.5167,3.86667,2018,"35862750",62,0,"XXY",0,0,1
11.5167,3.86667,2018,"35862750",62,9,"YXX",1,0,0
12.15,-15.195,2023,"40297444",62,37,"XFX",0,1,0
32.2881,2.7724,2018,"32070358",62,6,"XXY",0,0,1
32.5833,-25.9667,2004,"25098280",62,13,"XFX",0,1,0
33.2315,0.442926,2012,"28039354",62,36,"XXY",0,0,1
39.2617,8.5299,2016,"31539706",62,0,"YXX",1,0,0
-1.24723,5.10506,2017,"31932374",61,4,"YXX",1,0,0
3.5408,6.60957,2021,"39210367",61,4,"XXY",0,0,1
18.5833,4.36667,2009,"22462737",61,5,"XXY",0,0,1
18.5833,4.36667,2009,"22462737",61,25,"YXX",1,0,0
29.7,-0.75,2013,"28039354",61,6,"XXY",0,0,1
29.8915,-4.4962,2017,"33107096",61,3,"YXX",1,0,0
33.2315,0.442926,2012,"28039354",61,48,"YXX",1,0,0
34.2744,-0.09978,2007,"19187521",61,26,"XXY",0,0,1
34.3833,-0.183333,2007,"25889220",61,25,"XXY",0,0,1
34.3833,-0.183333,2007,"25889220",61,10,"XFX",0,1,0
34.3833,-0.183333,2007,"25889220",61,43,"YXX",1,0,0
34.772,-0.678306,2012,"30376843",61,5,"YXX",1,0,0
-7.4831,11.42,2016,"32822362",60,11,"YXX",1,0,0
-1.5424,5.6098,2012,"34823528",60,6,"YXX",1,0,0
-1.24723,5.10506,2017,"31932374",60,0,"XXY",0,0,1
-1.2027,12.4752,2002,"17297030",60,29,"YXX",1,0,0
-1.0518,12.5653,2002,"17297030",60,20,"YXX",1,0,0
-0.417994,5.48564,2010,"21745377",60,43,"XFX",0,1,0
-0.417994,5.48564,2010,"21745377",60,15,"YXX",1,0,0
3.5408,6.60957,2021,"39210367",60,0,"YXX",1,0,0
6.73334,0.330192,2013,"34906134",60,2,"XXY",0,0,1
6.73334,0.330192,2013,"34906134",60,41,"XFX",0,1,0
6.73334,0.330192,2013,"34906134",60,52,"YXX",1,0,0
8.767,3.73203,1999,"34906159",60,4,"XXY",0,0,1
8.767,3.73203,1999,"34906159",60,37,"YXX",1,0,0
10.2404,-0.701546,2002,"17096149",60,3,"XXY",0,0,1
10.2404,-0.701546,2002,"17096149",60,45,"XFX",0,1,0
10.2404,-0.701546,2002,"17096149",60,4,"YXX",1,0,0
14.7896,14.7896,2018,"38982475",60,2,"YXX",1,0,0
29.7,-0.75,2013,"28039354",60,24,"YXX",1,0,0
34.4563,13.7756,1998,"15287598",60,3,"XXY",0,0,1
34.4563,13.7756,1998,"15287598",60,22,"YXX",1,0,0
34.7795,-0.6766,2012,"32201636",60,27,"XFX",0,1,0
35.8333,9.75,2020,"37270589",60,4,"XXY",0,0,1
35.8333,9.75,2020,"37270589",60,6,"YXX",1,0,0
-3.5216,11.4891,2016,"32822362",59,8,"YXX",1,0,0
12.7391,-0.815042,2018,"34335033",59,43,"XFX",0,1,0
15.2833,-4.26667,2014,"32384930",59,18,"YXX",1,0,0
29.7,-0.75,2013,"28039354",59,32,"XFX",0,1,0
36.4,15.45,2010,"31369106",59,47,"XFX",0,1,0
36.4,15.45,2010,"31369106",59,29,"YXX",1,0,0
-1.4152,12.662,2002,"17297030",58,19,"YXX",1,0,0
9.5154,0.3999,2014,"37104310",58,1,"XXY",0,0,1
9.5154,0.3999,2014,"37104310",58,55,"XFX",0,1,0
9.5154,0.3999,2014,"37104310",58,26,"YXX",1,0,0
10.2404,-0.701546,1996,"11751128",58,4,"XXY",0,0,1
10.2404,-0.701546,1996,"11751128",58,49,"XFX",0,1,0
10.2404,-0.701546,1996,"11751128",58,56,"YXX",1,0,0
35.8333,9.75,2020,"37270589",58,41,"XFX",0,1,0
37.3354,-11.0369,2017,"33107096",58,0,"YXX",1,0,0
-1.8102,12.4936,2002,"17297030",57,16,"YXX",1,0,0
-1.6736,12.7513,2002,"17297030",57,16,"YXX",1,0,0
3.65722,6.8213,2014,"39841324",57,0,"XXY",0,0,1
3.65722,6.8213,2014,"39841324",57,3,"YXX",1,0,0
32.4325,15.5018,2016,"31369106",57,39,"XFX",0,1,0
32.4325,15.5018,2016,"31369106",57,26,"YXX",1,0,0
39.85,-3.63333,1996,"31591113",57,21,"XXY",0,0,1
39.85,-3.63333,1996,"31591113",57,17,"XFX",0,1,0
39.85,-3.63333,1996,"31591113",57,32,"YXX",1,0,0
3.65722,6.8213,2014,"39841324",57,0,"XFX",0,1,0
-1.3149,12.626,2002,"17297030",56,23,"YXX",1,0,0
-1.1424,12.5192,2002,"17297030",56,11,"YXX",1,0,0
-0.375209,6.38591,2016,"31932374",56,0,"XXY",0,0,1
26.9833,-16.75,2022,"39802768",56,22,"XFX",0,1,0
30.0685,0.264,2015,"31436149",56,33,"XFX",0,1,0
30.0685,0.264,2015,"31436149",56,0,"YXX",1,0,0
34.2744,-0.09978,2007,"19187521",56,9,"XFX",0,1,0
34.7795,-0.6766,2012,"32201636",56,5,"YXX",1,0,0
35.0058,-15.7861,2004,"17556619",56,2,"XXY",0,0,1
35.0058,-15.7861,2004,"17556619",56,1,"YXX",1,0,0
-1.6404,12.5509,2002,"17297030",55,15,"YXX",1,0,0
-0.946474,9.55771,2017,"31315304",55,0,"YXX",1,0,0
13.5833,-1.63333,2014,"27538948",55,7,"XXY",0,0,1
34.1532,2.83087,2007,"25183026",55,42,"YXX",1,0,0
34.2744,-0.09978,2007,"19187521",55,30,"YXX",1,0,0
-17.4,14.75,2014,"28615016",54,6,"YXX",1,0,0
-10.8346,13.8093,2014,"28797263",54,13,"YXX",1,0,0
-1.8105,12.4148,2002,"17297030",54,17,"YXX",1,0,0
-1.4173,12.5826,2002,"17297030",54,13,"YXX",1,0,0
-0.946474,9.55771,2017,"31315304",54,14,"XFX",0,1,0
11.5167,3.86667,2018,"35862750",54,0,"XXY",0,0,1
11.5167,3.86667,2018,"35862750",54,7,"YXX",1,0,0
14.7762,-12.3537,2010,"25889865",54,1,"XXY",0,0,1
14.7762,-12.3537,2010,"25889865",54,8,"XFX",0,1,0
14.7762,-12.3537,2010,"25889865",54,29,"YXX",1,0,0
26.9833,-16.75,2022,"39802768",54,0,"YXX",1,0,0
-17.4,14.75,2001,"22706959",53,13,"YXX",1,0,0
-9.58389,15.2247,2016,"31718631",53,1,"XXY",0,0,1
-1.741,12.6734,2002,"17297030",53,10,"YXX",1,0,0
-1.4161,12.6511,2002,"17297030",53,13,"YXX",1,0,0
-1.3602,12.6089,2002,"17297030",53,22,"YXX",1,0,0
-1.3,12.9,2002,"17297030",53,11,"YXX",1,0,0
1.2667,10.6167,2019,"37348801",53,36,"XFX",0,1,0
1.2667,10.6167,2019,"37348801",53,0,"YXX",1,0,0
3.5964,6.5644,2014,"34419672",53,33,"XFX",0,1,0
3.5964,6.5644,2014,"34419672",53,15,"YXX",1,0,0
14.7896,14.7896,2014,"38982475",53,0,"XXY",0,0,1
14.7896,14.7896,2014,"38982475",53,5,"YXX",1,0,0
33.3306,2.98472,2021,"39802777",53,35,"XFX",0,1,0
33.3306,2.98472,2021,"39802777",53,0,"YXX",1,0,0
-9.58389,15.2247,2016,"31718631",52,8,"YXX",1,0,0
-1.8581,13.0547,2002,"17297030",52,14,"YXX",1,0,0
3.3655,7.1306,2019,"39731848",52,1,"YXX",1,0,0
13.1532,11.8226,2010,"27031449",52,0,"YXX",1,0,0
14.7896,14.7896,2014,"38982475",52,35,"XFX",0,1,0
26.9833,-16.75,2019,"39802768",52,30,"XFX",0,1,0
32.8879,2.2586,2015,"31014391",52,4,"XXY",0,0,1
33.3306,2.98472,2021,"39802777",52,0,"XXY",0,0,1
34.5864,8.2412,2016,"31539706",52,5,"YXX",1,0,0
37.6998,11.9227,2021,"40681807",52,0,"XXY",0,0,1
37.6998,11.9227,2021,"40681807",52,52,"XFX",0,1,0
-1.3833,12.516,2002,"17297030",51,24,"YXX",1,0,0
-1.09028,10.8847,1996,"18411325",51,34,"YXX",1,0,0
-0.7027,12.3484,2002,"17297030",51,9,"YXX",1,0,0
-0.375209,6.38591,2017,"31932374",51,40,"XFX",0,1,0
12.15,-15.195,2023,"40297444",51,1,"YXX",1,0,0
26.9833,-16.75,2022,"39802768",51,0,"YXX",1,0,0
31.9167,-26.2167,1999,"20199676",51,25,"XXY",0,0,1
31.9167,-26.2167,1999,"20199676",51,37,"YXX",1,0,0
36.8219,-1.29207,2013,"32201636",51,38,"XFX",0,1,0
36.8219,-1.29207,2013,"32201636",51,13,"YXX",1,0,0
37.6998,11.9227,2021,"40681807",51,0,"YXX",1,0,0
49.8499,-17.0332,2004,"20726766",51,19,"XXY",0,0,1
49.8499,-17.0332,2004,"20726766",51,35,"XFX",0,1,0
49.8499,-17.0332,2004,"20726766",51,38,"YXX",1,0,0
-1.09028,10.8847,1996,"18411325",51,0,"XFX",0,1,0
-1.09028,10.8847,1996,"18411325",51,0,"XXY",0,0,1
12.15,-15.195,2023,"40297444",51,0,"XXY",0,0,1
46.9833,-25.0333,2006,"19704124",51,7,"YXX",1,0,0
46.9833,-25.0333,2006,"19704124",51,35,"XFX",0,1,0
46.9833,-25.0333,2006,"19704124",51,1,"XXY",0,0,1
-15.6,11.8667,2002,"24657918",50,24,"YXX",1,0,0
-15.5386,11.9608,1995,"17467343",50,29,"YXX",1,0,0
-9.62316,16.6587,2010,"28381273",50,15,"YXX",1,0,0
-4.29177,11.1781,2005,"17292769",50,7,"XXY",0,0,1
-4.29177,11.1781,2005,"17292769",50,14,"XFX",0,1,0
-4.29177,11.1781,2005,"17292769",50,7,"YXX",1,0,0
-4.29177,11.1781,2005,"17336652",50,7,"XXY",0,0,1
-4.29177,11.1781,2005,"17336652",50,15,"XFX",0,1,0
-4.29177,11.1781,2005,"17336652",50,7,"YXX",1,0,0
-2.33333,7.33333,2008,"24172030",50,7,"XXY",0,0,1
-2.33333,7.33333,2008,"24172030",50,24,"XFX",0,1,0
-2.33333,7.33333,2008,"24172030",50,23,"YXX",1,0,0
-1.983,5.3,2004,"24172030",50,48,"YXX",1,0,0
-0.947762,9.56152,2017,"31315304",50,18,"XFX",0,1,0
-0.375209,6.38591,2008,"24172030",50,3,"XXY",0,0,1
-0.375209,6.38591,2008,"24172030",50,35,"XFX",0,1,0
-0.375209,6.38591,2008,"24172030",50,30,"YXX",1,0,0
-0.01667,9.4333,2008,"24172030",50,4,"XXY",0,0,1
-0.01667,9.4333,2008,"24172030",50,30,"XFX",0,1,0
-0.01667,9.4333,2008,"24172030",50,18,"YXX",1,0,0
7.48333,9.06667,2016,"36106887",50,19,"XFX",0,1,0
7.48333,9.06667,2016,"36106887",50,10,"YXX",1,0,0
14.7896,14.7896,2013,"27562216",50,0,"XXY",0,0,1
14.7896,14.7896,2013,"27562216",50,33,"XFX",0,1,0
14.7896,14.7896,2013,"27562216",50,1,"YXX",1,0,0
14.7896,14.7896,2013,"38982475",50,0,"XXY",0,0,1
14.7896,14.7896,2013,"38982475",50,1,"YXX",1,0,0
29.9856,-1.24196,2016,"30559133",50,34,"XFX",0,1,0
29.9856,-1.24196,2016,"30559133",50,0,"YXX",1,0,0
30.0874,16.0858,1993,"15031793",50,32,"YXX",1,0,0
30.0874,16.0858,1998,"12793642",50,33,"YXX",1,0,0
30.0874,16.0858,1998,"15031793",50,32,"YXX",1,0,0
31.9167,-26.2167,1999,"20199676",50,11,"XFX",0,1,0
